,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
81935,0,0,0,0,2,4,2,1,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820319,0,0,0,0,0,0,0,0,1,1,0,2,2,2,1,0,3,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,3,3,0,0,0,0,0,0,0
632092,0,0,0,0,0,0,0,0,3,2,2,3,6,0,2,2,4,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,2,5,1,1,1,0,0,0,0
5971264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
98231,0,0,0,0,0,1,0,0,2,2,4,1,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
36317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
383879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
310260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
104200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410397,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
292102,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
676355,0,0,0,1,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
310531,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
98169,0,0,0,0,0,0,0,1,0,1,1,2,0,0,2,1,2,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,3,2,3,0,0,2,1,0,0
108929,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
980688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107441,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0
362156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292107,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
663617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
549572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
53981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1537489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
47587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0
124894,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
548403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,1,0
533958,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065184,0,0,1,0,2,0,1,1,0,0,0,0,0,2,5,2,3,0,2,0,0,1,0,0,0,0,3,0,1,1,0,1,0,0,0,1,1,0,3,4,3,0,0,0,0,0,1,0
275159,0,0,0,0,0,0,0,0,0,7,2,3,2,1,0,2,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,4,0,0,1,0,0,0
292105,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693657,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,0,2,2,0,1,0,0,0,0,0
746299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16630,0,0,0,0,0,0,0,0,3,5,12,10,1,2,4,6,7,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,2,3,3,1,2,2,1,2,1,0,0,0,0
143360,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
347854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
1588364,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79236,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,4,6,9,10,13,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,1,3,5,3,3,1,0
737261,0,0,0,0,0,0,0,0,0,6,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
291463,0,0,0,0,1,1,3,0,5,2,5,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421181,0,0,0,0,0,0,0,0,0,0,6,4,3,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0
649618,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0
111830,0,0,0,0,0,0,0,0,2,4,0,2,2,5,9,5,5,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,4,2,1,1,1,0,0,0
717439,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717450,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121994,0,0,0,0,1,4,4,6,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111118,0,0,0,0,6,0,1,2,0,0,1,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,2,1,2,1,1,0,0,0,0,0,0,0
276375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0
415927,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1,0,0,1
181485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
396531,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,6,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,3,1,1,2,0,0
552303,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,4,2,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
180196,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0
649697,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28778,0,0,0,0,0,0,1,1,1,2,2,1,2,4,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0
578235,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
281223,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0
738873,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
688180,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
389839,0,0,0,0,0,0,1,0,0,2,1,0,1,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
80340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
849031,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81900,0,0,0,0,0,0,0,0,3,1,2,2,1,0,3,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,3,0,4,3,0,1,0,0,0
30242,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
681813,0,0,0,0,0,1,0,1,0,2,5,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93217,0,0,0,0,1,5,3,1,1,0,2,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139613,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
63037,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,3,3,0,0,1,0,0,0,0,0,0
65324,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63022,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0
65346,0,0,0,0,0,1,1,1,1,1,0,3,1,0,0,1,0,2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,1,0,1,0,1,0,0,0
631133,0,0,0,0,1,0,0,1,1,0,1,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
156591,0,0,0,0,0,0,0,1,1,1,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260878,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105210,0,0,0,0,0,0,0,0,0,2,1,3,0,0,5,6,1,4,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,4,2,0,0,1,0,0
115133,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,4,6,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
439796,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
439711,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
440602,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403889,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0
75168,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214301,0,0,0,0,0,1,2,0,1,0,1,1,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,2,0,2,0,1,2,2,2,0,0,0,0,0
439931,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65334,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
152894,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
27574,0,0,0,0,0,0,0,2,0,1,0,2,4,8,7,2,4,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,6,8,0,4,1,4,2,0,0,0,0,0,0
65315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325218,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0
339915,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13900,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13895,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0
47640,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,1,3,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,2,0,0,0,0,0,0,0,0,0
260604,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40661,0,0,0,0,0,0,0,1,2,5,2,6,1,3,6,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,1,1,0,1,0,0,0,0,0
382554,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,2,0,0,0,0,0,0,0,0
28765,0,0,0,0,0,0,0,2,3,2,4,5,5,4,4,11,6,3,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,2,7,6,3,4,2,0,2,1,1,0,0,0
11555,0,0,0,0,0,0,0,0,1,4,0,3,5,2,4,10,12,30,28,17,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,4,9,10,4,5,4,0,0
525638,0,0,0,0,0,2,0,0,2,3,3,0,0,5,2,4,11,5,7,6,5,5,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,5,3,4,1,0,0,0,1,2,1,1
443977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0
79253,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2,0,1,1,0,1,1,0,0
614791,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63738,0,0,0,0,0,0,1,1,0,2,1,1,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292096,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0
166454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,10,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,6,1,0,0
28773,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
63724,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
219901,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628827,0,0,0,7,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0
95795,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,4,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
63914,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27075,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144880,0,0,0,0,1,0,0,1,0,0,5,2,1,0,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,2,1,1,0,2,0,0,0,0,0
93692,0,0,0,0,0,2,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69557,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
122155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
62355,0,0,0,0,0,1,1,9,3,7,9,3,4,6,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,2,10,5,8,8,7,3,3,2,2,3,0,0,0,0,0,0,0,0
432921,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17251,0,0,0,0,0,0,0,1,1,4,1,0,3,0,0,1,18,25,4,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,2,4,13,8,4,0,0,0,0,0
57149,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
348460,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
651731,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
183430,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
40699,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63229,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
704279,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63702,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681448,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
438730,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582423,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
361117,0,0,0,0,0,0,0,1,1,1,3,1,0,0,1,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0
79007,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,2,4,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,2,1,1,0,0,0,0,1
604193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
273662,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
348311,0,0,0,0,0,0,0,1,1,2,2,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0
117211,0,0,0,0,0,0,0,0,0,5,5,2,1,3,1,2,5,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,4,2,2,1,6,3,0,1,0,0
90618,0,0,0,0,0,0,0,0,1,1,2,2,0,0,4,5,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,1,1,0,0,0,0,0
174683,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0
556963,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
230442,0,0,0,0,1,0,0,1,2,2,3,0,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,0,1,0,2,2,0,0,0,0,0,0,0
